Year,State,Exam ,School_ID,Avg_marks,Min_marks,Max_marks,pass_percentage,Exam_comparison,Yearly_Improvement,Average_attendance,school_type
2023,Tiripura,Half Yearly,125,51.95,34,90,80.43,2.8,4.6,92.3,Aided
2023,Tiripura,Half Yearly,125,65.63,67,83,60.72,5,4.1,92.6,Aided
2023,Tiripura,Half Yearly,125,54.69,47,88,50.36,3.7,2.5,95,Private
2023,Tiripura,Half Yearly,125,90.05,52,97,83.5,-4.1,5,85.3,Private
2023,Tiripura,Half Yearly,125,51.95,54,87,77.64,2.2,2.6,91.3,Private
2023,Tiripura,Half Yearly,125,58.75,68,86,76.55,2.5,4.9,85.8,Aided
2023,Tiripura,Half Yearly,125,68.88,35,97,88.69,4.7,4.4,96.4,Government
2023,Tiripura,Half Yearly,125,82.77,68,96,97.09,3.2,3.7,77.5,Aided
2023,Tiripura,Half Yearly,125,54.96,69,89,57.95,-1.8,4.9,92.8,Government
2023,Tiripura,Half Yearly,125,80.13,64,95,66.87,-2.1,3.4,76.5,Private
2023,Tiripura,Half Yearly,125,44.56,58,96,73.33,2.9,3.8,90,Private
2023,Tiripura,Half Yearly,125,84.03,53,83,77.08,2,4.6,86.6,Private
2023,Tiripura,Half Yearly,125,60.55,68,100,69.39,4.2,2.6,79.9,Government
2023,Tiripura,Half Yearly,125,58.5,59,94,54.23,-2.3,4.7,92.8,Aided
2023,Tiripura,Half Yearly,125,64.68,48,80,98.14,4.2,4.8,81.5,Aided
2023,Tiripura,Half Yearly,125,77.95,42,96,60.17,3,4.6,99.3,Government
2023,Tiripura,Half Yearly,125,76.33,37,94,57.46,2.2,4.3,87,Private
2023,Tiripura,Half Yearly,125,60.3,53,88,98.46,-2.8,2.1,78.7,Aided
2023,Tiripura,Half Yearly,125,91.25,46,86,88.38,1.7,4.5,80.3,Aided
2023,Tiripura,Half Yearly,125,51.43,45,94,63.74,-1.5,2.9,81.4,Private
2023,Tiripura,Half Yearly,125,68.69,30,97,84.82,2,3.9,90.3,Aided
2023,Tiripura,Half Yearly,125,65.83,48,93,64.36,1.9,4,84.9,Private
2023,Tiripura,Half Yearly,125,66.09,45,83,95.88,-3.9,4.9,93.6,Government
2023,Tiripura,Half Yearly,125,54.81,43,95,66.03,-4.1,4.1,82.2,Private
2023,Tiripura,Half Yearly,125,43.88,59,80,85.95,4.7,3.2,99.2,Government
2023,Tiripura,Annual,125,78.71,66,92,83.54,-4.2,2.4,87.1,Aided
2023,Tiripura,Annual,125,46.61,44,95,93.03,0.4,2,81.6,Government
2023,Tiripura,Annual,125,53.8,53,83,79.95,4.9,4.6,87.5,Government
2023,Tiripura,Annual,125,52.43,34,91,60.86,0.7,4,76.2,Aided
2023,Tiripura,Annual,125,53.76,67,91,83.37,0.2,4.8,99.1,Private
2023,Tiripura,Annual,125,88.07,64,84,61.3,3.4,3.1,81.3,Private
2023,Tiripura,Annual,125,86.47,52,99,56.94,2.8,4.5,88.5,Aided
2023,Tiripura,Annual,125,74.3,59,84,56.03,-0.8,3.4,85.6,Government
2023,Tiripura,Annual,125,76.18,70,82,69.32,4.9,3.1,84.9,Government
2023,Tiripura,Annual,125,60.04,59,99,91.56,1.1,4.3,81.8,Government
2023,Tiripura,Annual,125,45.95,62,89,89.02,-2.7,4.8,90.4,Aided
2023,Tiripura,Annual,125,53.97,59,94,98.84,2.7,4.7,98.1,Aided
2023,Tiripura,Annual,125,75.31,45,91,76.18,-2,4.1,90.9,Private
2023,Tiripura,Annual,125,86.98,40,84,66.77,-4.9,4.4,97.5,Aided
2023,Tiripura,Annual,125,81.9,59,88,51.7,-2.7,4.6,96.1,Aided
2023,Tiripura,Annual,125,86.45,50,99,97.53,-4.3,3.1,92.5,Private
2023,Tiripura,Annual,125,82.44,67,88,75.02,0.9,3.3,85,Government
2023,Tiripura,Annual,125,45.69,51,99,80.15,4.2,2.3,92.9,Government
2023,Tiripura,Annual,125,47.08,53,91,69.52,1.6,4.9,96.9,Aided
2023,Tiripura,Annual,125,55.43,59,95,93.9,0.1,4.6,87.2,Government
2023,Tiripura,Annual,125,47.52,36,80,66.85,-1,2.7,86.1,Government
2023,Tiripura,Annual,125,61.98,39,88,87.18,-3.1,2.5,86.6,Private
2023,Tiripura,Annual,125,53.57,63,94,98.25,-3.6,4.7,90.1,Government
2023,Tiripura,Annual,125,51.97,38,99,91.36,4.7,4.9,82,Government
2023,Uttar Pradesh,Quarterly,126,61.07,41,86,55.26,-3.4,2.5,87.5,Private
2023,Uttar Pradesh,Quarterly,126,82.75,35,99,79.88,-2.2,4.4,83.9,Government
2023,Uttar Pradesh,Quarterly,126,65.17,62,84,68.12,-1.9,4.9,83.4,Aided
2023,Uttar Pradesh,Quarterly,126,87.41,40,87,50.54,-3.8,2.5,84.9,Private
2023,Uttar Pradesh,Quarterly,126,91.53,61,82,59.9,-1.9,4.5,91.7,Government
2023,Uttar Pradesh,Quarterly,126,68.88,32,86,94.31,-4.4,4.4,82.1,Private
2023,Uttar Pradesh,Quarterly,126,69.86,31,87,81.78,-2.8,2.6,85.5,Private
2023,Uttar Pradesh,Quarterly,126,71.4,47,98,69.88,-2.3,3,83.7,Aided
2023,Uttar Pradesh,Quarterly,126,74.25,37,98,89.98,0.2,3.2,92.9,Aided
2023,Uttar Pradesh,Quarterly,126,44.88,37,85,95.48,0.1,3.1,89.6,Government
2023,Uttar Pradesh,Quarterly,126,73.39,40,97,95.16,-3.6,3.6,78.8,Aided
2023,Uttar Pradesh,Quarterly,126,57.24,68,92,57.23,1.9,2.3,81.5,Private
2023,Uttar Pradesh,Quarterly,126,75.5,44,90,60.74,1.1,4.5,76.5,Government
2023,Uttar Pradesh,Quarterly,126,86.99,39,88,87.09,-2.4,3.1,88.7,Private
2023,Uttar Pradesh,Quarterly,126,81.49,61,84,88.08,3.5,2.2,85.3,Government
2023,Uttar Pradesh,Quarterly,126,87.96,69,89,78.93,3.4,4.2,94.3,Government
2023,Uttar Pradesh,Quarterly,126,66.06,30,91,65.61,4.3,4.7,85.4,Government
2023,Uttar Pradesh,Quarterly,126,60.56,58,84,77.95,-2.5,2.5,95.6,Aided
2023,Uttar Pradesh,Quarterly,126,45.27,70,97,55.37,-2.7,3.6,96.5,Aided
2023,Uttar Pradesh,Quarterly,126,66.59,36,86,53.23,4.9,3.1,89.8,Aided
2023,Uttar Pradesh,Quarterly,126,71.57,65,80,92.06,2.8,3.6,86,Aided
2023,Uttar Pradesh,Quarterly,126,93.39,56,83,74.16,-2.9,4.3,86.7,Government
2023,Uttar Pradesh,Quarterly,126,71.51,59,84,72.17,-4.2,2.9,81.6,Aided
2023,Uttar Pradesh,Quarterly,126,41.47,45,97,89.41,-2.8,3.9,88,Aided
2023,Uttar Pradesh,Quarterly,126,40.3,49,90,97.74,-2.2,2.1,93.7,Private
2023,Uttar Pradesh,Quarterly,126,78.5,56,81,85.67,-4.3,2.6,83.9,Private
2023,Uttar Pradesh,Quarterly,126,77.59,51,90,96.91,1.2,2,87.7,Government
2023,Uttar Pradesh,Quarterly,126,48.27,41,95,57.84,0.3,2.8,93.2,Aided
2023,Uttar Pradesh,Quarterly,126,50.85,56,100,72.48,-0.8,2.4,90.6,Private
2023,Uttar Pradesh,Quarterly,126,42.39,52,90,58.08,-3.4,3.2,92.3,Aided
2023,Uttar Pradesh,Quarterly,126,79.46,60,89,71.73,4.5,4,87.9,Private
2023,Uttar Pradesh,Quarterly,126,88.44,30,94,68.26,-4.4,2.3,98.4,Private
2023,Uttar Pradesh,Quarterly,126,82.64,39,94,92.09,1.1,5,94.9,Aided
2023,Uttar Pradesh,Quarterly,126,52.12,40,88,65.34,4.1,2.9,92.9,Private
2023,Uttar Pradesh,Quarterly,126,53.12,58,83,71.6,3.3,3.9,77.6,Aided
2023,Uttar Pradesh,Quarterly,126,67.93,56,84,80.48,2.4,3.2,98.4,Aided
2023,Uttar Pradesh,Half Yearly,126,68.17,48,95,94.83,3.2,4.6,79,Private
2023,Uttar Pradesh,Half Yearly,126,54.15,44,86,62.21,2.8,2.4,81.3,Aided
2023,Uttar Pradesh,Half Yearly,126,90.89,32,88,98.98,4.4,2.2,79.6,Aided
2023,Uttar Pradesh,Half Yearly,126,60.34,48,98,77.79,-1.3,2.7,93,Government
2023,Uttar Pradesh,Half Yearly,126,61.35,57,89,65.43,-1,5,89,Private
2023,Uttar Pradesh,Half Yearly,126,62.14,67,93,59.03,4.1,4.3,94.6,Private
2023,Uttar Pradesh,Half Yearly,126,45.49,63,90,80.47,1.9,2.2,78.7,Private
2023,Uttar Pradesh,Half Yearly,126,56.59,47,81,92.18,-3.3,3.1,88.7,Aided
2023,Uttar Pradesh,Half Yearly,126,88.07,38,80,64.97,-1.2,4.3,94.1,Private
2023,Uttar Pradesh,Half Yearly,126,44.23,32,80,98.27,-1.1,3.2,83.7,Private
2023,Uttar Pradesh,Half Yearly,126,66.79,45,81,72.69,-1.9,2.5,85,Private
2023,Uttar Pradesh,Half Yearly,126,50.48,70,86,93.5,2.4,4,84.4,Aided
2023,Uttar Pradesh,Half Yearly,126,71.31,70,84,79.09,1.1,4.2,93.4,Private
2023,Uttar Pradesh,Half Yearly,126,49.79,51,96,85.72,-3.3,4,86.5,Private
2023,Uttar Pradesh,Half Yearly,126,43.1,32,99,60.07,-1.3,4,79.3,Government
2023,Uttar Pradesh,Half Yearly,126,86.35,51,88,58.69,-0.6,4.2,84.5,Government
2023,Uttar Pradesh,Half Yearly,126,74.76,44,94,64.45,-4,2.6,82.1,Private
2023,Uttar Pradesh,Half Yearly,126,50.17,68,87,66.3,-1.8,3.1,75.4,Government
2023,Uttar Pradesh,Half Yearly,126,53.65,42,85,63.67,1.9,4.8,80.4,Government
2023,Uttar Pradesh,Half Yearly,126,78.98,53,80,81.67,-4.4,3,97,Aided
2023,Uttar Pradesh,Half Yearly,126,60.45,67,84,58.22,2,3.8,78.9,Government
2023,Uttar Pradesh,Half Yearly,126,83.42,46,82,70.58,-1.9,2.6,85.2,Aided
2023,Uttar Pradesh,Half Yearly,126,87.58,68,92,88.5,-4,2.6,79.8,Government
2023,Uttar Pradesh,Half Yearly,126,52.59,54,88,88.1,-0.6,4.5,77.5,Aided
2023,Uttar Pradesh,Half Yearly,126,63.78,45,88,96.44,-4.2,2.2,90.8,Private
2023,Uttar Pradesh,Half Yearly,126,86.56,55,99,89.34,1,2.5,83.5,Private
2023,Uttar Pradesh,Half Yearly,126,58.73,67,94,58.31,4.1,2.8,90,Government
2023,Uttar Pradesh,Half Yearly,126,52.96,55,100,74.05,-2.1,4.1,81.8,Government
2023,Uttar Pradesh,Half Yearly,126,71.53,64,80,87.45,3.7,2.9,99.9,Aided
2023,Uttar Pradesh,Half Yearly,126,77.06,58,80,81.58,-0.2,3.3,84.9,Government
2023,Uttar Pradesh,Half Yearly,126,40.88,31,94,73.08,0.8,3.8,97.4,Private
2023,Uttar Pradesh,Half Yearly,126,64.52,54,95,97.77,-0.4,4.1,78.3,Aided
2023,Uttar Pradesh,Half Yearly,126,51.78,59,89,52.8,4.9,3,82.2,Private
2023,Uttar Pradesh,Half Yearly,126,91.56,41,94,81.89,-4.6,3.1,98.9,Aided
2023,Uttar Pradesh,Half Yearly,126,89.05,46,85,68.37,4.4,3,92.1,Aided
2023,Uttar Pradesh,Half Yearly,126,42.73,61,82,55.65,1.9,3.7,98.9,Aided
2023,Uttar Pradesh,Half Yearly,126,87.68,69,84,55.59,-4.8,2.5,98.6,Private
2023,Uttar Pradesh,Half Yearly,126,84.29,42,81,98.42,1.7,2.9,98.3,Aided
2023,Uttar Pradesh,Half Yearly,126,61.18,50,87,97.51,2.1,2.4,78.3,Government
2023,Uttar Pradesh,Half Yearly,126,91.61,31,98,90.56,3.3,4,96.2,Government
2023,Uttar Pradesh,Half Yearly,126,54.25,48,81,64.27,2.8,3.7,96.2,Private
2023,Uttar Pradesh,Half Yearly,126,74.99,44,99,70.18,-3,4.5,96.2,Private
2023,Uttar Pradesh,Half Yearly,126,92.7,37,87,82.93,2.3,3.4,88,Aided
2023,Uttar Pradesh,Half Yearly,126,48.15,67,91,78.75,-2,2.5,93.8,Aided
2023,Uttar Pradesh,Half Yearly,126,46.23,52,89,67.45,-2.8,3.4,85.5,Government
2023,Uttar Pradesh,Half Yearly,126,74.8,38,87,81.39,-3.3,2.1,92.5,Private
2023,Uttar Pradesh,Half Yearly,126,75.8,43,92,94.47,-3.4,3,86,Private
2023,Uttar Pradesh,Half Yearly,126,83.92,51,81,68.41,2.1,3.8,84,Aided
2023,Uttar Pradesh,Half Yearly,126,86.74,63,94,60.64,-2.8,3,77.4,Private
2023,Uttar Pradesh,Half Yearly,126,58.57,33,89,96.29,-1,4.4,89.2,Private
2023,Uttar Pradesh,Half Yearly,126,47.67,34,86,76.48,0.9,3.3,96.2,Government
2023,Uttar Pradesh,Half Yearly,126,92.45,47,89,65.41,-1.7,4.6,98.4,Aided
2023,Uttar Pradesh,Half Yearly,126,57.21,40,94,54.57,1.2,2.9,90.3,Private
2023,Uttar Pradesh,Half Yearly,126,90.36,51,91,90.75,3.4,4.4,83.3,Aided
2023,Uttar Pradesh,Half Yearly,126,60.23,54,81,57.92,-4.8,4.8,80.4,Private
2023,Uttar Pradesh,Half Yearly,126,88.44,60,84,57.96,-1.9,4.6,89.8,Private
2023,Uttar Pradesh,Half Yearly,126,71.07,66,94,88.35,3.9,3.8,90,Aided
2023,Uttar Pradesh,Half Yearly,126,79.47,51,96,93.17,-0.6,3.1,75.3,Government
2023,Uttar Pradesh,Half Yearly,126,56.43,53,86,59.68,1.4,4.8,96.1,Government
2023,Uttar Pradesh,Half Yearly,126,45.56,43,90,71.45,0,3.9,93.2,Private
2023,Uttar Pradesh,Half Yearly,126,60.47,61,92,50.08,0,4.5,77.2,Government
2023,Uttar Pradesh,Half Yearly,126,90.27,47,83,74.94,0,4,99.8,Government
2023,Uttar Pradesh,Half Yearly,126,81.88,39,83,51.82,-0.8,4.5,81.5,Private
2023,Uttar Pradesh,Half Yearly,126,93.72,53,96,76.6,-2.4,2,93.2,Aided
2023,Uttar Pradesh,Half Yearly,126,79.68,70,95,83.05,2.2,4,87.8,Aided
2023,Uttar Pradesh,Half Yearly,126,43.39,70,95,81.43,-3.1,2.9,89.2,Aided
2023,Uttar Pradesh,Annual,126,49.01,43,87,83.61,-1.1,2.9,84.5,Government
2023,Uttar Pradesh,Annual,126,52.34,50,86,81.69,0.5,3.5,87.8,Aided
2023,Uttar Pradesh,Annual,126,54.84,31,93,67.09,-0.9,4.6,88,Aided
2023,Uttar Pradesh,Annual,126,61.74,70,94,92.94,3,3.7,92.2,Private
2023,Uttar Pradesh,Annual,126,74.63,33,80,83.63,-0.9,4,91.3,Aided
2023,Uttar Pradesh,Annual,126,60.74,35,89,53.15,-3.8,2.6,86.7,Aided
2023,Uttar Pradesh,Annual,126,81.08,60,88,80.54,4.5,3.4,97.5,Aided
2023,Uttar Pradesh,Annual,126,55.26,34,89,88.75,1.8,2.2,77.4,Government
2023,Uttar Pradesh,Annual,126,79.16,45,99,65.17,1,2.9,93.2,Private
2023,Uttar Pradesh,Annual,126,89.62,58,89,69.47,-5,4.2,94.8,Aided
2023,Uttar Pradesh,Annual,126,66.81,45,82,84.47,-0.9,3.8,75.9,Private
2023,Uttar Pradesh,Annual,126,66.28,36,96,51.5,3.1,4.1,99.7,Aided
2023,Uttar Pradesh,Annual,126,78.76,56,88,59.13,1.8,4.4,83.6,Private
2023,Uttar Pradesh,Annual,126,65.51,48,82,96.87,-0.2,3.9,83.3,Private
2023,Uttar Pradesh,Annual,126,83.86,41,85,94.13,-3.1,2.6,97.3,Government
2023,Uttar Pradesh,Annual,126,93.1,69,98,60.14,0.8,5,88.9,Government
2023,Uttar Pradesh,Annual,126,89.77,36,95,55.86,1.7,2.9,78.7,Government
2023,Uttar Pradesh,Annual,126,84.02,39,93,89.95,-4.4,3,85.4,Government
2023,Uttar Pradesh,Annual,126,57.65,43,83,99.88,0.7,4.2,93.6,Private
2023,Uttar Pradesh,Annual,126,52.94,49,80,58.88,2.7,2.5,78.3,Government
2023,Uttar Pradesh,Annual,126,66.92,70,82,91.58,-0.5,3.4,82.5,Government
2023,Uttar Pradesh,Annual,126,45.06,31,88,71.06,3.1,5,81,Aided
2023,Uttar Pradesh,Annual,126,93.71,31,90,79.91,-1.2,3.9,95.5,Private
2023,Uttar Pradesh,Annual,126,80.19,38,84,86.06,-1.5,2.5,96.9,Private
2023,Uttar Pradesh,Annual,126,83.29,53,80,52.64,1,3.1,84,Aided
2023,Uttar Pradesh,Annual,126,64.75,37,93,95.67,2,3.2,97.4,Aided
2023,Uttar Pradesh,Annual,126,76.99,65,92,88.7,-1.1,2.2,86.2,Government
2023,Uttar Pradesh,Annual,126,81.5,56,83,99.99,-3,2.4,83.8,Government
2023,Uttar Pradesh,Annual,126,85.53,33,83,82.72,-0.5,4.6,83.1,Aided
2023,Uttar Pradesh,Annual,126,73.78,47,95,93.69,1.5,2.8,98.9,Aided
2023,Uttar Pradesh,Annual,126,42.72,53,80,77.51,-2.2,2.5,99,Aided
2023,Uttar Pradesh,Annual,126,75.34,70,92,87.28,-1,5,81.4,Aided
2023,Uttar Pradesh,Annual,126,68.82,67,99,70.37,3.8,2.3,75.7,Aided
2023,Uttar Pradesh,Annual,126,51.83,30,81,80.24,1.5,4.7,75.4,Private
2023,Uttar Pradesh,Annual,126,42.71,50,85,58.77,4.4,4.5,95.4,Private
2023,Uttar Pradesh,Annual,126,47.88,56,98,51.16,-3.1,4.2,75.9,Government
2023,Uttar Pradesh,Annual,126,63.88,65,91,67.1,1.6,2.8,98.3,Government
2023,Uttar Pradesh,Annual,126,63.16,70,95,98.99,3.4,2.2,85.4,Aided
2023,Uttar Pradesh,Annual,126,86.37,41,88,59.55,4.3,4.1,92,Government
2023,Uttar Pradesh,Annual,126,93.96,45,97,64.17,-2.7,3,78.4,Government
2023,Uttar Pradesh,Annual,126,65.8,61,100,51.1,-1.3,4.5,75.7,Aided
2023,Uttar Pradesh,Annual,126,44.67,49,83,88,2.3,2,98.2,Private
2023,Uttar Pradesh,Annual,126,67.29,63,88,99.26,2.6,3.2,96.3,Government
2023,Uttar Pradesh,Annual,126,41.36,61,89,83.59,1.4,3.1,77.5,Aided
2023,Uttar Pradesh,Annual,126,74.95,36,85,97.98,-5,3.1,87.7,Government
2023,Uttarakhand,Quarterly,127,62.94,46,87,55.39,-2.7,4.2,85.2,Aided
2023,Uttarakhand,Quarterly,127,60.33,53,84,56.67,1.9,2.4,83.1,Government
2023,Uttarakhand,Quarterly,127,79.54,48,87,97.03,1.1,3.6,97.1,Government
2023,Uttarakhand,Quarterly,127,77.8,54,81,71.15,-3,2.3,97.8,Private
2023,Uttarakhand,Quarterly,127,54.79,64,99,61,3.6,3.1,98.1,Government
2023,Uttarakhand,Quarterly,127,43.84,62,86,83.4,0.8,2.5,97.9,Government
2023,Uttarakhand,Quarterly,127,86.62,49,81,53.71,2.4,2.1,92.2,Aided
2023,Uttarakhand,Quarterly,127,49.84,56,83,83.48,3,4.3,83.8,Aided
2023,Uttarakhand,Quarterly,127,72.23,38,84,61.06,-4.1,2.9,96.1,Government
2023,Uttarakhand,Quarterly,127,55.74,54,100,66.37,-4.1,4.4,90.2,Government
2023,Uttarakhand,Quarterly,127,83.57,63,87,93.48,-1.3,2.5,85.7,Private
2023,Uttarakhand,Quarterly,127,91.96,60,100,56.24,4,2.6,85.4,Private
2023,Uttarakhand,Quarterly,127,86.08,52,88,58.31,2.8,3.8,87.3,Aided
2023,Uttarakhand,Quarterly,127,40.77,58,91,95.02,3.5,4.5,88.5,Government
2023,Uttarakhand,Quarterly,127,82.62,59,97,81.88,-5,4.4,78.2,Aided
2023,Uttarakhand,Quarterly,127,80.47,58,80,91.36,-2.6,4,78.3,Government
2023,Uttarakhand,Quarterly,127,49.94,39,90,63.01,-2.8,3.5,85.1,Aided
2023,Uttarakhand,Quarterly,127,42.02,32,87,92.4,-4.4,2.8,84.7,Government
2023,Uttarakhand,Quarterly,127,79.15,64,90,79.18,4.3,3.4,94.5,Aided
2023,Uttarakhand,Quarterly,127,88.57,47,89,90.76,-0.6,3.6,84.6,Private
2023,Uttarakhand,Quarterly,127,59.88,45,83,98.7,-4.4,3.2,79.5,Private
2023,Uttarakhand,Quarterly,127,46.49,61,91,63.9,4.4,4.2,90.5,Aided
2023,Uttarakhand,Quarterly,127,80.17,30,99,60.95,1,2.6,95.2,Private
2023,Uttarakhand,Quarterly,127,71.22,49,88,67.3,-1.9,3.9,82.7,Private
2023,Uttarakhand,Quarterly,127,93,60,91,76.89,0.2,3.4,80,Aided
2023,Uttarakhand,Quarterly,127,78.47,42,97,61.94,-4.1,2.7,90,Private
2023,Uttarakhand,Quarterly,127,46.51,33,81,88.82,4.3,3.2,83.1,Aided
2023,Uttarakhand,Quarterly,127,71.89,45,90,52.97,-1.2,3.1,77.4,Private
2023,Uttarakhand,Quarterly,127,68.21,66,82,58.13,0.6,4.2,90.1,Aided
2023,Uttarakhand,Quarterly,127,42.55,44,92,86.38,1.8,2.2,92.3,Government
2023,Uttarakhand,Quarterly,127,55.74,43,100,97.13,2.6,3.4,87.3,Private
2023,Uttarakhand,Quarterly,127,40.2,39,99,95.75,-1.4,2.4,87.1,Private
2023,Uttarakhand,Quarterly,127,69.13,57,98,51.87,1.4,3.4,90.6,Aided
2023,Uttarakhand,Quarterly,127,82.28,64,81,71.35,2.8,2.3,98.9,Government
2023,Uttarakhand,Quarterly,127,40.4,55,84,86.85,4,2.6,78.6,Aided
2023,Uttarakhand,Quarterly,127,81.28,39,85,84.97,1.5,5,86.8,Government
2023,Uttarakhand,Quarterly,127,76.21,62,92,51.63,-3.2,4.5,81.6,Aided
2023,Uttarakhand,Quarterly,127,60.86,53,92,70.72,-1.9,3.2,82.1,Government
2023,Uttarakhand,Quarterly,127,58.49,58,84,71.5,0.2,2.7,84.6,Aided
2023,Uttarakhand,Quarterly,127,91.02,37,93,64.13,-1.8,4.7,83.9,Private
2023,Uttarakhand,Quarterly,127,91.37,56,94,94.99,4.4,3.1,82.2,Government
2023,Uttarakhand,Quarterly,127,50.32,37,93,62.67,-0.2,3.9,76,Private
2023,Uttarakhand,Quarterly,127,60.24,41,96,74.01,-3.7,2.7,83.2,Aided
2023,Uttarakhand,Quarterly,127,50.85,35,81,77.41,-4,4.7,83.8,Aided
2023,Uttarakhand,Quarterly,127,61.79,48,85,54.1,1.4,2.1,75.7,Aided
2023,Uttarakhand,Quarterly,127,84.79,47,96,51.95,2.3,2.6,91.1,Private
2023,Uttarakhand,Quarterly,127,43.77,32,90,90.08,0.6,4.4,92.9,Private
2023,Uttarakhand,Quarterly,127,64.07,44,95,97.28,1.1,2.8,81.9,Government
2023,Uttarakhand,Quarterly,127,51.67,33,87,85.44,-3.1,2,81,Private
2023,Uttarakhand,Quarterly,127,84.94,44,95,73.26,-3.3,3,97.5,Aided
2023,Uttarakhand,Quarterly,127,58.97,49,92,80.95,2.6,3.2,90.5,Government
2023,Uttarakhand,Quarterly,127,66.29,34,88,86.55,1.6,3,88.2,Government
2023,Uttarakhand,Quarterly,127,92.38,68,80,62.56,-0.1,3.2,94.7,Aided
2023,Uttarakhand,Quarterly,127,92.28,34,94,54.67,1.5,4.7,99.4,Aided
2023,Uttarakhand,Quarterly,127,56.76,41,98,87.4,0,4.1,78.1,Aided
2023,Uttarakhand,Quarterly,127,42.72,30,81,64.83,-1.8,3.3,85,Private
2023,Uttarakhand,Quarterly,127,40.59,45,85,60.76,-3.3,4.3,75.4,Government
2023,Uttarakhand,Quarterly,127,76.75,49,99,62.77,-2.8,4.5,83.5,Government
2023,Uttarakhand,Quarterly,127,77.61,53,83,68.24,1.7,3.4,98.5,Private
2023,Uttarakhand,Quarterly,127,54.24,44,98,85.03,-3.8,3.3,80.3,Private
2023,Uttarakhand,Quarterly,127,74.4,30,80,89.15,2.6,4.7,94.1,Government
2023,Uttarakhand,Quarterly,127,89.39,68,97,59.87,-0.1,2.3,87.9,Private
2023,Uttarakhand,Quarterly,127,87.51,31,80,84.44,3.9,3.4,78.2,Government
2023,Uttarakhand,Quarterly,127,91.07,66,98,72.7,2.4,3.5,95.1,Aided
2023,Uttarakhand,Quarterly,127,81.07,40,92,58.99,0.7,4.7,85,Aided
2023,Uttarakhand,Quarterly,127,58.85,51,90,98.2,0.7,2.2,86.7,Aided
2023,Uttarakhand,Quarterly,127,56.63,50,95,75.32,-3.8,4.6,88,Private
2023,Uttarakhand,Half Yearly,127,50.9,65,87,75.55,-3.6,3.8,87,Aided
2023,Uttarakhand,Half Yearly,127,92.34,34,80,94.2,2.9,4,79.8,Private
2023,Uttarakhand,Half Yearly,127,72.5,44,93,51.67,-2.9,3.4,83.2,Government
2023,Uttarakhand,Half Yearly,127,66.5,63,84,62.15,-2.6,4.7,97.9,Private
2023,Uttarakhand,Half Yearly,127,80.93,56,95,69.26,-2,3.4,89.5,Private
2023,Uttarakhand,Half Yearly,127,76.13,45,80,62.35,-4.4,4.8,93.5,Government
2023,Uttarakhand,Half Yearly,127,55.69,69,93,80.84,2.9,2.6,78,Aided
2023,Uttarakhand,Half Yearly,127,63.3,49,98,69.4,-0.6,2.3,93.1,Government
2023,Uttarakhand,Half Yearly,127,58.36,57,91,60.62,-1.6,3.2,97.3,Government
2023,Uttarakhand,Half Yearly,127,70.66,52,90,50.84,-4.4,3.8,81.8,Aided
2023,Uttarakhand,Half Yearly,127,42.93,62,83,95.15,-2.3,3.6,93.9,Government
2023,Uttarakhand,Half Yearly,127,88.59,35,83,67,4.6,2.9,97.9,Private
2023,Uttarakhand,Half Yearly,127,79.4,51,82,86.69,-0.5,3.2,92.8,Private
2023,Uttarakhand,Half Yearly,127,77.19,45,86,64.79,4.1,2.4,99.8,Government
2023,Uttarakhand,Half Yearly,127,76.74,64,95,96.23,-4.2,4.6,80.8,Private
2023,Uttarakhand,Half Yearly,127,93.21,41,97,89.05,-0.5,3.7,78.3,Private
2023,Uttarakhand,Half Yearly,127,52.19,37,98,82.41,5,2.2,91.8,Private
2023,Uttarakhand,Half Yearly,127,90.65,70,82,75.9,2.7,2.8,75.5,Aided
2023,Uttarakhand,Half Yearly,127,76.43,37,88,80.81,-4.3,2.7,83.8,Aided
2023,Uttarakhand,Half Yearly,127,56.69,37,85,72.71,-0.4,4.8,82.7,Aided
2023,Uttarakhand,Half Yearly,127,42.98,42,80,61.26,-1.4,3.7,79.3,Government
2023,Uttarakhand,Half Yearly,127,64.35,60,99,83.96,0.9,3.1,77,Private
2023,Uttarakhand,Half Yearly,127,58.42,56,95,99.4,3.5,2.3,91.3,Government
2023,Uttarakhand,Half Yearly,127,88.38,46,94,73.17,4.5,3.2,91.9,Government
2023,Uttarakhand,Half Yearly,127,42.46,32,100,99.12,-2.6,3.7,78.8,Government
2023,Uttarakhand,Half Yearly,127,67.5,54,100,50.61,-4,3.6,85.3,Aided
2023,Uttarakhand,Half Yearly,127,61.08,45,94,98.78,0.4,3.9,94.7,Private
2023,Uttarakhand,Half Yearly,127,82.31,31,93,94.76,4.3,3.1,97.5,Government
2023,Uttarakhand,Half Yearly,127,84.33,38,94,66.17,-2.2,2.1,75.1,Aided
2023,Uttarakhand,Half Yearly,127,63.3,41,88,82.71,-2.5,4.5,84.8,Government
2023,Uttarakhand,Half Yearly,127,71.24,53,90,65.91,-3.2,3.6,94.2,Private
2023,Uttarakhand,Half Yearly,127,59.14,59,93,92.24,1.9,4.2,83.1,Government
2023,Uttarakhand,Half Yearly,127,74.23,57,100,52.96,-4.5,3.2,87.2,Private
2023,Uttarakhand,Half Yearly,127,94.59,40,83,76.77,-2.7,2.7,85.5,Government
